account,opp,stage,forecasted,fc,amount,close,pinned,verdict,win_old,win_new,mom_old,mom_new,fc_conf,risk,commit,ceiling,qual_cap,override,win_reasons,mom_reasons,note
Aegon,Aegon_S2P,Qualified,False,Pipeline,250000.0,2027-09-30,False,Slowing,5.0,5.0,34.0,34.0,0.0,9.1,33.5,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -16.0: momentum 34 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'consolidat' in Next-Step/narrative | preference -2.4: preference strength -0.40 (weight 20) | exec_access -2.2: exec access strength -0.50 (weight 15) | champion +1.4: champion strength +0.30 (weight 15) | competitive +0.9: competitive strength +0.20 (weight 15),stalling -16.0: last genuine buyer touch 70d ago vs the ~30d cadence this stage needs — going quiet,
Barnes & Noble Booksellers Inc,Barnes&Noble_Sourcing+CLM+ANA_April'26,Formal Evaluation,False,Pipeline,250000.0,2027-03-31,False,Slowing,52.0,52.0,83.2,60.0,45.3,11.7,39.9,52.0,52 by access to power (economic buyer)=gap,False,preference +6.0: preference strength +1.00 (weight 20) | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'manual process' in Next-Step/narrative | momentum_adj +4.0: momentum 60 vs stage-expected 52 | trend_nudge +4.0: recent CRM moves: stage advanced | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'savings' in Next-Step/narrative | exec_access -2.2: exec access strength -0.50 (weight 15),engagement +31.8: engagement points 31.8 (type × buyer/rep × recency over 60d) | verdict_reconcile -23.2: the deal's own verdict is 'Slowing' — momentum cannot read hotter than the holistic judgment; capped at 60 | progression +6.0: stage trend: moved UP recently — deal advancing | stalling -4.6: last genuine buyer touch 29d ago vs the ~21d cadence this stage needs — going quiet,
Micron,Micron_SRPM_Jun'26,Formal Evaluation,False,Pipeline,250000.0,2027-07-06,False,On Track,52.0,52.0,94.0,94.0,49.3,13.6,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +21.0: momentum 94 vs stage-expected 52 | trend_nudge +4.0: recent CRM moves: stage advanced | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'cost saving' in Next-Step/narrative | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive -2.2: competitive strength -0.50 (weight 15) | stage_trend +2.2: stage trend +0.62,"engagement +30.0: engagement points 30.0 on the RFP process clock (month-old deliverable work keeps weight) | next_step_plan +8.0: 1 upcoming milestone(s), nearest 2026-07-20 — live advancing plan | progression +6.0: stage trend: moved UP recently — deal advancing",
National University of Singapore,NUS_S2C,Qualified,False,Pipeline,250000.0,2027-03-31,False,Slowing,7.8,7.8,25.0,25.0,0.0,9.1,41.9,30.0,74 by access to power (economic buyer)=partial,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) | preference +3.0: preference strength +0.50 (weight 20) | business_case +3.0: business case strength +1.00 (weight 10) | champion +1.4: champion strength +0.30 (weight 15) | exec_access +1.4: exec access strength +0.30 (weight 15),stalling -25.0: last genuine buyer touch 99d ago vs the ~30d cadence this stage needs — going quiet,
Commscope Inc,Commscope_SRM+ANA+Intake+eProc_April'26,Qualified,False,Pipeline,250000.0,2027-01-31,False,At Risk,5.0,5.0,32.2,32.2,0.0,14.4,39.9,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -17.8: momentum 32 vs stage-expected 50 | competitive -4.5: competitive strength -1.00 (weight 15) | trend_nudge +4.0: recent CRM moves: stage advanced | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20),stalling -24.0: last genuine buyer touch 90d ago vs the ~30d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing | engagement +0.2: engagement points 0.2 (type × buyer/rep × recency over 60d),
Vancity Group,VanCity S2P RFI,Formal Evaluation,False,Pipeline,250000.0,2026-09-25,False,At Risk,5.0,5.0,25.0,25.0,0.0,28.1,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj -27.0: momentum 25 vs stage-expected 52 | differentiation -3.0: differentiation strength -0.50 (weight 20) | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive -2.2: competitive strength -0.50 (weight 15),stalling -12.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b,
OXXO,OXXO_2026,Formal Evaluation,False,Pipeline,250000.0,2027-03-31,False,At Risk,44.5,44.5,76.5,76.5,40.2,16.8,54.7,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +12.2: momentum 76 vs stage-expected 52 | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | competitive +0.9: competitive strength +0.20 (weight 15),engagement +26.5: engagement points 26.5 (type × buyer/rep × recency over 60d),
Louis Dreyfus Company,Louis Dreyfus - P2P,Formal Evaluation,False,Pipeline,250000.0,2026-10-22,False,Slowing,5.0,5.0,19.0,17.0,0.0,11.7,39.9,70.0,74 by access to power (economic buyer)=partial,False,momentum_adj -35.0: momentum 17 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'inefficien' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | preference -3.0: preference strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15),stalling -25.0: last genuine buyer touch 99d ago vs the ~21d cadence this stage needs — going quiet | close_date_direction -12.0: Close date 2026-04-10 -> 2026-10-22 (pushed out 195d) — 195d cumulative push is beyond tolerance | progression +6.0: stage trend: moved UP recently — deal advancing | confidence -5.0: rep confidence 10% (low) | engagement +3.0: engagement points 3.0 (type × buyer/rep × recency over 60d),
Teladoc Health Inc,"Teladoc Health_SRM, iContract, iRisk_May2025",Qualified,False,Pipeline,250000.0,2026-12-22,False,Slowing,5.0,5.0,25.0,25.0,0.0,11.7,35.8,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | differentiation -2.4: differentiation strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15) | preference -1.8: preference strength -0.30 (weight 20),"stalling -25.0: last genuine buyer touch 378d ago vs the ~30d cadence this stage needs — going quiet | next_step_plan +5.5: 4 upcoming milestone(s), nearest 2026-07-30 — live advancing plan | confidence -5.0: rep confidence 10% (low) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b",
Bekaert,Bekaert_S2P,Qualified,False,Pipeline,250000.0,2026-12-31,False,Slowing,5.0,5.0,28.8,28.8,0.0,9.1,37.4,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -21.2: momentum 29 vs stage-expected 50 | preference -3.0: preference strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | business_case -1.5: business case strength -0.50 (weight 10),stalling -21.2: last genuine buyer touch 83d ago vs the ~30d cadence this stage needs — going quiet,
Kawan Lama Group,Kawan Lama Group - S2P,Formal Evaluation,False,Pipeline,250000.0,2026-12-01,False,Slowing,52.0,52.0,67.4,60.0,47.0,9.1,41.9,52.0,52 by access to power (economic buyer)=gap,False,"trend_nudge +6.0: recent CRM moves: stage advanced, amount up | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'inefficien' in Next-Step/narrative | momentum_adj +4.0: momentum 60 vs stage-expected 52 | exec_access +3.8: exec access strength +0.85 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | preference -3.0: preference strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15)",engagement +26.8: engagement points 26.8 (type × buyer/rep × recency over 60d) | stalling -15.4: last genuine buyer touch 48d ago vs the ~21d cadence this stage needs — going quiet | verdict_reconcile -7.4: the deal's own verdict is 'Slowing' — momentum cannot read hotter than the holistic judgment; capped at 60 | progression +6.0: stage trend: moved UP recently — deal advancing,
Arnott's Biscuits Limited,Arnotts Biscuits_S2C,Qualified,False,Pipeline,250000.0,2026-11-27,False,At Risk,5.0,5.0,25.0,25.0,0.0,14.4,39.9,30.0,74 by access to power (economic buyer)=partial,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | competitive -4.5: competitive strength -1.00 (weight 15) | trend_nudge -2.6: recent CRM moves: close pushed 58d | preference +2.4: preference strength +0.40 (weight 20) | differentiation +1.8: differentiation strength +0.30 (weight 20) | close_date_trend -1.7: close date trend -0.69,"stalling -4.4: last genuine buyer touch 41d ago vs the ~30d cadence this stage needs — going quiet | next_step_plan +4.0: 1 upcoming milestone(s), nearest 2026-07-26 — live advancing plan | engagement +0.4: engagement points 0.4 (type × buyer/rep × recency over 60d) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b",
Boyd Gaming,Boyd Gaming_ANA + S2C,Formal Evaluation,False,Pipeline,250000.0,2026-09-18,False,Slowing,25.1,25.1,31.0,31.0,16.6,9.1,41.9,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj -21.0: momentum 31 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'pain point' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | trend_nudge +4.0: recent CRM moves: stage advanced | preference +3.0: preference strength +0.50 (weight 20) | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'roi' in Next-Step/narrative,stalling -25.0: last genuine buyer touch 70d ago vs the ~21d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing,
Cavendish Farms Inc,Cavendish Farms S2P - Phase I,Qualified,False,Pipeline,250000.0,2026-10-16,False,Off Track,5.0,5.0,25.0,25.0,0.0,15.2,26.5,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'manual process' in Next-Step/narrative | preference -3.0: preference strength -0.50 (weight 20) | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'business case' in Next-Step/narrative | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15),stalling -25.0: last genuine buyer touch 147d ago vs the ~30d cadence this stage needs — going quiet,
CIVEO PTY LTD,Civeo_S2C_2026,Formal Evaluation,False,Pipeline,250000.0,2026-10-30,False,Slowing,52.0,52.0,91.0,60.0,47.3,13.6,54.7,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +4.0: momentum 60 vs stage-expected 52 | trend_nudge +4.0: recent CRM moves: stage advanced | preference +2.4: preference strength +0.40 (weight 20) | exec_access -2.2: exec access strength -0.50 (weight 15) | stage_trend +2.1: stage trend +0.58 | differentiation +1.8: differentiation strength +0.30 (weight 20),engagement +35.0: engagement points 35.0 (type × buyer/rep × recency over 60d) | verdict_reconcile -31.0: the deal's own verdict is 'Slowing' — momentum cannot read hotter than the holistic judgment; capped at 60 | progression +6.0: stage trend: moved UP recently — deal advancing,
Ferrero,Ferrero_S2P,Qualified,False,Pipeline,250000.0,2027-03-31,False,On Track,30.0,30.0,64.0,64.0,25.1,0.0,17.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj +7.0: momentum 64 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'pain point' in Next-Step/narrative | trend_nudge +4.0: recent CRM moves: stage advanced | preference +2.4: preference strength +0.40 (weight 20) | stage_trend +2.3: stage trend +0.66 | exec_access -2.2: exec access strength -0.50 (weight 15),engagement +8.0: buyer touched the deal 9d ago (meeting) — freshness floor | progression +6.0: stage trend: moved UP recently — deal advancing,
WorkSafe Victoria,WorkSafe Victoria_S2C_Agentic AI_2025,Qualified,False,Pipeline,250000.0,2026-12-07,False,At Risk,30.0,30.0,64.2,64.2,15.2,30.7,44.2,30.0,60 by champion=gap,False,momentum_adj +7.1: momentum 64 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'ai capabilit' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'chief procurement' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | preference +3.0: preference strength +0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15),engagement +19.2: engagement points 19.2 (type × buyer/rep × recency over 60d) | confidence -5.0: rep confidence 25% (low),
ABM Industries Incorporated,ABM_Opp_Feb'26,Qualified,False,Pipeline,250000.0,2027-06-30,False,Slowing,5.0,5.0,25.3,25.3,0.0,13.6,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -24.7: momentum 25 vs stage-expected 50 | preference -3.0: preference strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | business_case -1.5: business case strength -0.50 (weight 10),stalling -25.0: last genuine buyer touch 155d ago vs the ~30d cadence this stage needs — going quiet | engagement +0.3: engagement points 0.3 (type × buyer/rep × recency over 60d),
